,53540001_FLU,53620000_FLU,53630000_FLU,53650000_FLU,53732000_FLU,53780000_FLU,53880000_FLU,53950000_FLU
1978-05-11,,34.293,38.579,40.6,,18.246,102.536,121.221
1978-05-12,,32.91,36.499,37.905,,17.344,98.086,111.727
1978-05-13,,32.234,34.965,34.006,,18.246,92.638,111.727
1978-05-14,,30.267,33.455,32.745,,19.168,88.372,103.453
1978-05-15,,30.267,29.543,32.745,,20.113,87.319,105.269
1978-05-16,,29.631,29.066,32.745,,20.113,87.319,104.36
1978-05-17,,29.631,28.12,30.283,,20.113,87.319,105.269
1978-05-18,,29.006,27.186,29.081,,18.704,84.19,99.86
1978-05-19,,28.389,26.722,27.9,,18.246,81.107,97.199
1978-05-20,,27.783,25.805,27.9,,18.246,79.079,94.567
1978-05-21,,25.81,25.805,26.739,,17.344,77.071,91.965
1978-05-22,,25.81,25.805,25.036,,17.344,74.1,88.542
1978-05-23,,25.171,25.35,24.479,,17.792,71.177,86.85
1978-05-24,,25.171,26.722,24.479,,16.464,72.146,90.247
1978-05-25,,23.921,25.35,24.479,,15.605,77.071,95.441
1978-05-26,,23.921,24.449,23.379,,15.605,75.085,97.199
1978-05-27,,23.31,23.559,23.379,,16.464,73.12,100.753
1978-05-28,,22.708,23.119,23.379,,16.464,71.177,103.453
1978-05-29,,22.708,24.449,23.379,,19.168,71.177,107.098
1978-05-30,,22.708,24.449,23.379,,19.168,122.342,109.866
1978-05-31,,22.708,24.003,23.379,,19.168,93.718,108.018
1978-06-01,,24.541,25.35,23.379,,19.168,76.076,100.753
1978-06-02,,28.389,27.652,23.926,,18.246,72.146,97.199
1978-06-03,,29.631,32.957,24.479,,18.246,71.177,93.697
1978-06-04,,33.596,37.534,30.283,,17.344,71.177,91.104
1978-06-05,,40.254,38.579,40.6,,18.246,73.12,89.393
1978-06-06,,37.936,39.105,43.371,,20.593,80.09,86.85
1978-06-07,,35.718,37.534,40.6,,24.622,86.271,91.104
1978-06-08,,34.293,34.965,39.243,,24.1,101.416,98.083
1978-06-09,,32.91,32.461,35.286,,24.1,100.301,105.269
1978-06-10,,30.267,30.505,35.286,,23.583,98.086,108.018
1978-06-11,,29.006,28.592,34.006,,24.1,91.564,105.269
1978-06-12,,28.389,27.652,31.504,,25.149,91.564,102.55
1978-06-13,,27.783,26.262,29.081,,24.1,93.718,106.182
1978-06-14,,26.458,25.805,29.081,,23.072,103.661,108.018
1978-06-15,,25.81,25.35,26.166,,22.064,100.301,107.098
1978-06-16,,25.171,24.898,25.599,,22.064,91.564,101.65
1978-06-17,,24.541,24.003,23.379,,19.168,86.271,98.97
1978-06-18,,23.31,22.681,22.837,,19.168,80.09,96.318
1978-06-19,,22.708,21.815,21.77,,16.464,75.085,94.567
1978-06-20,,22.708,20.961,21.77,,14.767,71.177,90.247
1978-06-21,,22.708,20.961,20.723,,14.767,68.302,88.542
1978-06-22,,22.708,20.538,20.207,,14.767,65.477,86.85
1978-06-23,,22.115,20.538,20.207,,13.952,64.546,86.009
1978-06-24,,21.531,20.118,20.207,,16.031,63.62,88.542
1978-06-25,,21.531,20.118,19.697,,16.901,62.7,97.199
1978-06-26,,20.957,19.288,19.193,,17.344,63.62,98.97
1978-06-27,,19.287,18.878,19.193,,18.704,66.413,98.97
1978-06-28,,19.287,18.47,19.193,,18.246,71.177,95.441
1978-06-29,,18.748,18.47,18.2,,17.344,68.302,93.697
1978-06-30,,18.218,18.47,18.2,,15.605,64.546,89.393
1978-07-01,,18.218,18.47,18.2,,16.464,61.786,92.829
1978-07-02,,18.218,18.47,19.193,,18.704,61.786,102.55
1978-07-03,,18.748,17.665,18.2,,22.565,71.177,108.018
1978-07-04,,19.834,17.665,18.2,,29.554,81.107,191.489
1978-07-05,,20.391,17.665,18.2,,27.863,151.381,171.334
1978-07-06,,21.531,18.47,19.193,,24.1,112.843,160.025
1978-07-07,,22.115,21.386,20.207,,23.072,101.416,155.82
1978-07-08,,22.115,24.898,20.207,,23.072,93.718,152.626
1978-07-09,,22.708,25.35,23.926,,21.078,89.431,149.458
1978-07-10,,23.31,24.449,23.379,,19.168,89.431,145.278
1978-07-11,,22.708,24.003,23.379,,19.168,83.157,142.174
1978-07-12,,22.115,22.247,22.301,,18.246,79.079,135.039
1978-07-13,,21.531,21.815,21.243,,17.344,74.1,131.029
1978-07-14,,20.957,20.538,20.207,,15.605,69.255,126.086
1978-07-15,,19.834,19.288,19.193,,15.605,73.12,120.258
1978-07-16,,19.287,18.47,18.693,,14.767,70.214,115.487
1978-07-17,,18.748,18.066,18.2,,14.767,64.546,111.727
1978-07-18,,18.748,17.665,18.2,,14.767,68.302,108.018
1978-07-19,,18.748,17.665,17.228,,14.767,60.877,104.36
1978-07-20,,18.748,17.665,17.228,,14.767,59.973,97.199
1978-07-21,,18.748,17.665,17.228,,14.767,65.477,93.697
1978-07-22,,18.748,18.066,16.751,,14.767,59.973,98.97
1978-07-23,,20.391,18.066,17.228,,13.952,59.973,106.182
1978-07-24,,32.234,18.878,17.228,,15.605,59.973,109.866
1978-07-25,,29.006,30.505,30.283,,16.464,58.183,116.435
1978-07-26,,19.834,27.652,25.036,,17.344,59.075,127.069
1978-07-27,,20.957,21.386,24.479,,19.168,67.355,136.049
1978-07-28,,20.391,20.961,22.301,,20.593,79.079,146.318
1978-07-29,,19.834,20.118,22.301,,21.568,81.107,154.752
1978-07-30,,17.697,19.702,21.243,,23.583,85.228,154.752
1978-07-31,,17.697,18.878,20.207,,26.219,86.271,179.726
1978-08-01,,17.185,18.066,19.193,,28.985,93.718,147.362
1978-08-02,,17.185,16.872,18.2,,30.707,95.892,153.687
1978-08-03,,17.185,17.665,18.693,,25.149,107.067,165.132
1978-08-04,,17.185,17.665,18.693,,24.622,102.536,176.563
1978-08-05,,17.185,17.267,19.193,,28.985,105.926,180.785
1978-08-06,,17.185,16.481,18.2,,28.422,116.368,176.563
1978-08-07,,17.185,16.092,17.711,,26.762,116.368,163.083
1978-08-08,,17.185,16.092,17.228,,25.682,112.843,152.626
1978-08-09,,17.185,15.707,16.751,,29.554,101.416,148.409
1978-08-10,,16.186,15.325,16.279,,25.149,103.661,143.206
1978-08-11,,16.186,15.325,15.813,,22.064,92.638,132.027
1978-08-12,,16.186,15.325,15.352,,19.638,83.157,119.297
1978-08-13,,15.223,14.947,15.352,,18.704,76.076,103.453
1978-08-14,,15.223,14.947,14.897,,17.792,71.177,92.829
1978-08-15,,14.754,14.016,14.897,,16.901,66.413,86.85
1978-08-16,,14.293,14.016,14.448,,16.031,63.62,84.338
1978-08-17,,13.398,14.016,14.448,,15.605,60.877,76.981
1978-08-18,,13.398,13.411,13.566,,15.605,58.183,75.384
1978-08-19,,12.535,13.116,13.566,,16.031,58.183,73.013
1978-08-20,,12.535,12.261,12.707,,16.031,57.296,71.45
1978-08-21,,12.535,12.261,12.707,,16.031,54.67,70.674
1978-08-22,,12.535,11.985,12.707,,16.031,54.67,70.674
1978-08-23,,12.535,11.715,12.707,,16.031,55.54,69.901
1978-08-24,,12.535,11.448,12.707,,16.031,56.415,68.366
1978-08-25,,12.535,11.187,12.287,,16.031,54.67,66.089
1978-08-26,,12.117,11.187,11.872,,15.605,52.947,64.588
1978-08-27,,12.117,10.93,11.872,,15.605,52.947,62.364
1978-08-28,,11.707,10.678,11.872,,15.184,51.247,61.629
1978-08-29,,11.707,10.43,11.872,,14.767,49.57,60.898
1978-08-30,,10.911,10.186,11.872,,14.767,49.57,58.727
1978-08-31,,10.911,10.186,11.06,,14.767,47.916,55.883
1978-09-01,,10.911,10.186,10.282,,14.767,56.415,55.181
1978-09-02,,10.525,9.947,10.282,,14.767,54.67,53.787
1978-09-03,,10.147,9.712,10.282,,14.767,53.806,56.588
1978-09-04,,10.147,9.712,10.282,,15.184,50.405,66.089
1978-09-05,,10.147,9.481,10.282,,16.031,44.677,70.674
1978-09-06,,9.416,9.255,10.282,,16.464,47.097,73.013
1978-09-07,,9.416,9.255,10.282,,15.605,49.57,75.384
1978-09-08,,9.062,9.032,10.282,,14.767,51.247,73.013
1978-09-09,,9.062,9.255,10.282,,14.767,48.74,70.674
1978-09-10,,8.716,9.255,10.282,,14.767,46.285,69.132
1978-09-11,,8.716,9.481,9.659,,14.357,44.677,66.844
1978-09-12,,8.716,9.712,9.659,,13.952,43.882,64.588
1978-09-13,,8.716,8.814,9.659,,13.952,43.092,66.844
1978-09-14,,9.416,8.6,9.659,,14.357,43.882,64.588
1978-09-15,,10.911,9.947,11.872,,15.184,46.285,63.102
1978-09-16,,10.911,10.43,11.872,,17.792,48.74,61.629
1978-09-17,,10.911,10.43,11.872,,16.031,52.094,60.898
1978-09-18,,10.147,10.186,10.282,,14.767,59.973,60.171
1978-09-19,,10.147,10.186,10.282,,14.767,54.67,59.447
1978-09-20,,10.147,9.255,10.282,,13.952,47.916,57.298
1978-09-21,,10.147,9.032,10.282,,13.952,47.097,57.298
1978-09-22,,9.777,9.032,10.282,,14.357,46.285,79.403
1978-09-23,,9.416,8.814,10.282,,16.901,46.285,73.8
1978-09-24,,9.062,8.6,9.659,,17.344,44.677,67.603
1978-09-25,,8.716,8.389,9.659,,16.464,49.57,62.364
1978-09-26,,8.716,8.389,9.059,,14.767,49.57,55.883
1978-09-27,,8.716,8.389,9.059,,14.767,49.57,51.724
1978-09-28,,8.716,8.183,9.059,,14.357,48.74,57.298
1978-09-29,,8.378,7.981,8.768,,14.357,45.478,57.298
1978-09-30,,8.047,7.981,8.482,,13.952,43.092,55.181
1978-10-01,,8.047,7.587,8.482,,13.952,43.092,55.181
1978-10-02,,8.047,7.587,8.482,,13.952,39.994,58.727
1978-10-03,,8.047,7.587,8.482,,13.952,39.994,58.727
1978-10-04,,8.047,7.587,8.202,,13.952,39.994,56.588
1978-10-05,,8.047,7.587,8.202,,13.158,40.76,53.096
1978-10-06,,8.047,7.587,7.928,,13.158,40.76,51.724
1978-10-07,,8.047,7.208,7.659,,12.769,39.994,55.181
1978-10-08,,7.725,7.208,7.659,,12.385,39.994,56.588
1978-10-09,,7.41,7.024,7.659,,12.385,38.481,58.727
1978-10-10,,7.41,6.844,7.659,,12.385,36.992,65.336
1978-10-11,,7.725,6.668,7.396,,12.385,36.257,60.898
1978-10-12,,8.047,6.668,7.659,,12.385,36.257,61.629
1978-10-13,,8.378,7.396,7.928,,12.385,36.992,57.298
1978-10-14,,8.716,7.981,8.482,,12.385,36.992,54.482
1978-10-15,,8.716,7.981,8.482,,12.385,36.992,52.408
1978-10-16,,9.062,8.6,8.482,,12.385,36.992,44.445
1978-10-17,,9.777,10.186,8.768,,12.007,37.734,43.17
1978-10-18,,10.525,10.93,10.282,,11.635,36.992,41.286
1978-10-19,,11.707,11.187,10.282,,11.635,36.257,40.049
1978-10-20,,12.535,11.448,11.872,,11.635,36.992,38.828
1978-10-21,,13.841,12.541,11.872,,11.635,38.481,40.049
1978-10-22,,14.293,13.116,14.448,,12.007,48.74,48.36
1978-10-23,,15.223,14.016,14.897,,13.952,49.57,54.482
1978-10-24,,16.186,14.326,15.352,,16.901,52.947,65.336
1978-10-25,,16.186,15.325,17.228,,17.792,74.1,73.013
1978-10-26,,16.186,16.481,17.228,,15.184,73.12,68.366
1978-10-27,,15.7,17.267,16.751,,13.552,62.7,69.132
1978-10-28,,15.223,17.267,16.279,,12.385,56.415,66.844
1978-10-29,,14.293,17.267,16.279,,12.007,48.74,64.588
1978-10-30,,14.293,14.016,15.813,,11.635,46.285,62.364
1978-10-31,,12.962,13.411,13.566,,11.635,44.677,60.898
1978-11-01,,12.117,12.541,13.134,,11.268,41.531,58.727
1978-11-02,,11.305,11.448,12.287,,10.906,39.994,56.588
1978-11-03,,10.147,10.43,11.06,,10.906,38.481,58.011
1978-11-04,,9.416,9.481,10.282,,10.906,36.992,60.898
1978-11-05,,9.062,9.032,9.659,,10.906,35.527,64.588
1978-11-06,,9.062,8.389,9.059,,10.55,34.086,69.901
1978-11-07,,8.716,8.389,12.707,,10.55,34.086,76.981
1978-11-08,,8.378,8.814,10.282,,13.952,39.994,73.013
1978-11-09,,8.047,7.782,9.356,,17.792,37.734,69.901
1978-11-10,,8.047,7.208,7.928,,14.357,56.415,63.843
1978-11-11,,9.416,6.494,7.396,,13.158,52.947,56.588
1978-11-12,,17.185,7.587,7.139,,12.007,47.097,51.724
1978-11-13,,16.681,18.066,11.463,,11.635,42.309,48.36
1978-11-14,,14.754,17.665,18.693,,11.635,43.882,46.385
1978-11-15,,12.535,15.325,16.751,,12.769,43.092,44.445
1978-11-16,,12.535,12.541,14.004,,12.769,52.947,49.025
1978-11-17,,12.535,11.715,12.707,,12.385,58.183,50.367
1978-11-18,,12.962,11.985,12.707,,12.385,52.947,50.367
1978-11-19,,12.962,12.541,13.566,,12.385,49.57,47.698
1978-11-20,,12.962,12.541,13.566,,12.769,47.916,45.088
1978-11-21,,12.962,12.261,13.566,,13.158,47.916,44.445
1978-11-22,,12.962,11.715,12.707,,12.769,48.74,45.088
1978-11-23,,12.535,11.715,12.287,,12.385,48.74,46.385
1978-11-24,,12.117,11.715,11.872,,11.635,46.285,49.025
1978-11-25,,11.707,11.187,11.06,,11.268,44.677,47.04
1978-11-26,,11.707,10.93,10.602,,10.906,43.092,45.088
1978-11-27,,11.305,10.186,10.282,,10.906,39.994,42.538
1978-11-28,,11.305,10.186,9.659,,10.2,38.481,42.538
1978-11-29,,10.911,9.947,11.872,,9.855,36.992,50.367
1978-11-30,,10.911,10.186,10.602,,9.855,36.257,58.727
1978-12-01,,10.911,13.711,10.602,,10.906,36.257,63.102
1978-12-02,,14.754,14.641,15.813,,14.767,49.57,65.336
1978-12-03,,15.7,14.641,15.813,,19.168,59.973,67.603
1978-12-04,,16.186,17.665,16.751,,19.168,67.355,72.23
1978-12-05,,15.7,18.066,18.2,,16.464,71.177,73.8
1978-12-06,,17.697,17.665,18.2,,14.767,68.302,70.674
1978-12-07,,17.185,20.538,18.693,,13.158,64.546,67.603
1978-12-08,,16.186,19.702,20.207,,11.635,60.877,65.336
1978-12-09,,16.681,18.878,19.193,,10.906,56.415,63.102
1978-12-10,,17.185,18.066,18.693,,10.906,55.54,58.727
1978-12-11,,18.748,19.702,18.2,,10.55,51.247,51.724
1978-12-12,,20.391,21.386,21.77,,10.55,47.097,47.698
1978-12-13,,22.708,20.961,18.2,,13.552,43.882,45.735
1978-12-14,,23.921,24.898,24.479,,21.568,43.882,51.724
1978-12-15,,25.81,24.449,23.379,,19.168,51.247,55.883
1978-12-16,,26.458,30.505,22.837,,12.769,62.7,60.171
1978-12-17,,32.91,38.579,41.976,,12.769,60.877,67.603
1978-12-18,,40.254,43.083,44.076,,14.357,67.355,63.102
1978-12-19,,46.065,51.841,53.655,,15.184,91.564,70.674
1978-12-20,,54.411,58.012,63.175,,21.568,92.638,81.034
1978-12-21,,60.558,62.809,73.325,,34.288,144.853,94.567
1978-12-22,,64.929,61.194,71.59,,40.005,147.45,111.727
1978-12-23,,63.815,63.622,72.456,,28.985,163.428,130.034
1978-12-24,,66.057,66.915,75.959,,19.168,151.381,145.278
1978-12-25,,69.527,67.748,77.737,,15.184,139.716,134.032
1978-12-26,,69.527,67.748,80.435,,13.158,124.766,129.043
1978-12-27,,69.527,63.622,75.959,,13.952,115.188,123.158
1978-12-28,,62.715,51.841,64.823,,12.385,111.678,114.542
1978-12-29,,50.575,39.105,47.668,,12.385,105.926,101.65
1978-12-30,,39.47,34.459,39.919,,11.635,90.495,92.829
1978-12-31,,35.0,31.968,34.644,,11.268,75.085,90.247
1979-01-01,,32.234,29.066,28.488,,11.268,69.255,70.674
1979-01-02,,34.293,24.449,25.036,,11.268,60.877,63.843
1979-01-03,,31.568,22.681,22.837,,10.906,56.415,59.447
1979-01-04,,30.267,21.815,20.723,,10.906,52.094,60.171
1979-01-05,,24.541,20.538,19.193,,10.2,47.916,84.338
1979-01-06,,22.708,17.665,17.228,,9.855,44.677,113.6
1979-01-07,,23.921,20.118,17.228,,10.2,43.882,152.626
1979-01-08,,29.631,24.449,19.193,,14.357,44.677,215.779
1979-01-09,,37.186,39.105,39.243,,21.078,53.806,294.44
1979-01-10,,46.065,72.826,55.197,,33.679,118.743,364.842
1979-01-11,,57.424,65.261,81.342,,48.983,532.081,414.012
1979-01-12,,96.182,75.417,83.17,,41.331,337.927,459.113
1979-01-13,,135.328,109.07,107.407,,36.778,269.616,481.086
1979-01-14,,137.258,107.08,140.914,,38.699,300.358,504.215
1979-01-15,,137.258,123.382,160.852,,50.44,625.728,570.133
1979-01-16,,151.34,120.26,154.875,,68.378,518.903,607.14
1979-01-17,,168.699,131.855,163.268,,60.34,512.365,562.038
1979-01-18,,185.048,159.668,192.116,,34.288,698.152,512.31
1979-01-19,,202.53,166.637,210.611,,25.149,676.083,498.433
1979-01-20,,221.192,178.499,242.595,,21.078,532.081,500.746
1979-01-21,,235.273,185.763,228.67,,17.344,418.428,442.923
1979-01-22,,250.0,188.208,226.967,,19.168,358.326,374.346
1979-01-23,,253.025,182.117,225.274,,15.184,381.137,331.6
1979-01-24,,253.025,185.763,225.274,,16.031,426.461,316.038
1979-01-25,,262.259,178.499,220.243,,15.605,337.927,305.808
1979-01-26,,247.002,168.985,201.276,,13.552,302.105,273.377
1979-01-27,,218.452,150.551,196.02,,13.158,288.241,258.838
1979-01-28,,162.027,139.44,162.058,,13.158,256.394,235.226
1979-01-29,,145.182,125.48,150.161,,12.769,219.916,202.406
1979-01-30,,137.258,119.226,134.138,,12.007,201.806,186.11
1979-01-31,,131.527,108.074,130.802,,11.635,184.339,221.438
1979-02-01,,135.328,97.339,115.695,,11.635,174.452,205.721
1979-02-02,,135.328,103.142,123.153,,13.552,173.058,199.109
1979-02-03,,135.328,116.143,160.852,,17.792,286.527,269.716
1979-02-04,,141.179,141.637,179.336,,23.583,303.857,339.477
1979-02-05,,218.452,146.068,184.404,,24.1,279.712,334.218
1979-02-06,,271.739,151.679,194.715,,21.078,332.449,354.085
1979-02-07,,352.986,191.898,206.589,,16.901,316.236,371.622
1979-02-08,,423.551,244.975,258.924,,15.184,312.678,360.795
1979-02-09,,508.995,308.661,358.493,,13.552,307.373,355.424
1979-02-10,,578.11,323.554,416.653,,12.385,360.205,385.31
1979-02-11,,330.276,288.258,401.565,,12.769,450.932,469.522
1979-02-12,,301.686,246.33,358.493,,13.552,442.713,512.31
1979-02-13,,268.552,206.927,279.857,,12.769,377.295,468.365
1979-02-14,,229.564,183.329,216.931,,12.007,328.817,403.36
1979-02-15,,199.961,172.53,189.531,,11.635,278.019,346.091
1979-02-16,,170.967,158.517,174.326,,12.385,240.252,295.695
1979-02-17,,159.847,143.846,159.649,,12.385,279.712,300.737
1979-02-18,,157.688,135.086,150.161,,12.385,345.288,362.142
1979-02-19,,145.182,121.297,158.45,,13.552,246.657,335.53
1979-02-20,,145.182,118.195,133.023,,12.385,258.032,290.683
1979-02-21,,162.027,117.167,130.802,,12.385,213.809,268.5
1979-02-22,,177.906,126.534,134.138,,11.635,190.089,230.598
1979-02-23,,180.264,136.17,143.203,,10.906,178.662,211.288
1979-02-24,,182.645,143.846,151.334,,10.906,180.074,205.721
1979-02-25,,185.048,148.303,160.852,,10.906,188.645,212.408
1979-02-26,,166.454,146.068,158.45,,11.268,197.378,222.576
1979-02-27,,135.328,137.257,150.161,,11.268,198.85,227.148
1979-02-28,,112.005,127.592,139.775,,11.268,203.29,230.598
1979-03-01,,105.464,122.338,127.501,,12.007,201.806,232.908
1979-03-02,,93.226,115.123,113.599,,12.385,190.089,224.858
1979-03-03,,82.063,83.391,98.389,,12.769,180.074,212.408
1979-03-04,,69.527,73.686,83.17,,11.635,159.37,193.656
1979-03-05,,64.929,70.27,79.531,,12.769,271.289,252.862
1979-03-06,,62.715,69.426,73.325,,17.792,167.527,246.934
1979-03-07,,62.715,68.585,74.199,,15.184,164.79,190.409
1979-03-08,,62.715,65.261,67.328,,15.605,147.45,178.669
1979-03-09,,64.929,61.194,64.823,,30.707,379.214,313.469
1979-03-10,,64.929,58.801,63.175,,33.074,276.33,371.622
1979-03-11,,64.929,58.012,61.544,,16.901,184.339,260.039
1979-03-12,,63.815,61.194,64.823,,16.031,148.756,189.331
1979-03-13,,62.715,61.194,65.654,,15.184,128.438,157.964
1979-03-14,,62.715,68.585,69.02,,13.552,115.188,139.098
1979-03-15,,60.558,70.27,69.02,,12.385,110.517,129.043
1979-03-16,,62.715,69.426,68.172,,11.635,111.678,128.054
1979-03-17,,62.715,69.426,66.489,,11.635,114.013,130.034
1979-03-18,,62.715,63.622,64.823,,11.635,115.188,132.027
1979-03-19,,62.715,59.595,55.197,,13.158,118.743,134.032
1979-03-20,,62.715,55.667,55.197,,13.552,130.911,144.24
1979-03-21,,62.715,56.444,57.544,,12.769,116.368,141.146
1979-03-22,,68.356,61.194,63.175,,12.007,115.188,133.028
1979-03-23,,69.527,73.686,61.544,,11.635,111.678,130.034
1979-03-24,,66.057,75.417,59.131,,11.268,110.517,127.069
1979-03-25,,62.715,79.81,62.357,,10.906,116.368,131.029
1979-03-26,,59.5,72.826,78.632,,11.635,122.342,137.062
1979-03-27,,53.433,63.622,61.544,,13.158,130.911,146.318
1979-03-28,,54.411,58.801,59.931,,13.158,118.743,143.206
1979-03-29,,57.424,56.444,57.544,,13.158,111.678,132.027
1979-03-30,,58.455,57.226,59.131,,12.769,109.362,127.069
1979-03-31,,58.455,60.392,62.357,,12.385,102.536,121.221
1979-04-01,,78.142,61.194,67.328,,21.568,178.662,165.132
1979-04-02,,113.686,66.915,71.59,,60.34,307.373,285.701
1979-04-03,,145.182,82.49,85.015,,47.547,325.202,363.491
1979-04-04,,185.048,95.432,92.559,,28.422,209.274,302.002
1979-04-05,,218.452,105.104,127.501,,18.704,187.205,227.148
1979-04-06,,241.085,130.784,143.203,,15.184,167.527,202.406
1979-04-07,,274.954,178.499,175.573,,13.158,170.283,193.656
1979-04-08,,294.832,224.994,268.305,,11.635,182.913,203.509
1979-04-09,,315.744,200.614,246.163,,11.635,249.885,251.672
1979-04-10,,288.093,167.809,223.588,,11.635,288.241,310.908
1979-04-11,,218.452,143.846,199.956,,11.635,269.616,319.904
1979-04-12,,175.57,131.855,174.326,,11.635,216.854,277.054
1979-04-13,,90.337,126.534,125.319,,12.385,192.991,234.066
1979-04-14,,78.142,123.382,111.519,,16.464,173.058,209.055
1979-04-15,,71.913,117.167,97.407,,23.072,154.026,187.182
1979-04-16,,61.63,113.092,88.754,,27.31,158.027,179.726
1979-04-17,,64.929,73.686,82.254,,28.422,159.37,181.846
1979-04-18,,71.913,68.585,77.737,,27.863,152.701,178.669
1979-04-19,,71.913,65.261,73.325,,22.064,142.275,169.258
1979-04-20,,71.913,62.0,67.328,,17.792,129.672,155.82
1979-04-21,,71.913,58.801,62.357,,14.767,115.188,140.12
1979-04-22,,70.713,56.444,59.931,,13.158,109.362,129.043
1979-04-23,,67.199,54.124,58.335,,16.031,171.668,164.107
1979-04-24,,64.929,51.088,55.975,,36.778,298.614,275.827
1979-04-25,,62.715,48.118,49.879,,30.128,316.236,354.085
1979-04-26,,62.715,46.658,41.286,,22.064,166.156,269.716
1979-04-27,,60.558,45.934,41.976,,17.792,128.438,167.191
1979-04-28,,52.467,41.683,49.879,,14.767,111.678,137.062
1979-04-29,,48.734,39.634,43.371,,13.552,104.791,124.131
1979-04-30,,43.504,38.055,40.6,,13.158,99.191,116.435
1979-05-01,,43.504,38.055,46.941,,13.158,96.986,112.662
1979-05-02,,43.504,38.579,44.076,,12.385,91.564,108.018
1979-05-03,,43.504,39.105,43.371,,11.635,86.271,101.65
1979-05-04,,41.856,39.105,41.976,,11.635,83.157,97.199
1979-05-05,,41.049,39.634,41.976,,11.268,81.107,94.567
1979-05-06,,38.698,40.99,40.6,,11.268,78.072,91.104
1979-05-07,,37.186,41.683,37.905,,11.268,76.076,88.542
1979-05-08,,37.186,39.634,37.243,,11.635,75.085,86.85
1979-05-09,,35.0,33.956,36.586,,13.158,75.085,86.009
1979-05-10,,34.293,32.957,35.286,,12.385,77.071,87.694
1979-05-11,,34.293,32.957,35.286,,13.158,76.076,87.694
1979-05-12,,32.91,32.957,34.006,,12.007,73.12,85.172
1979-05-13,,32.91,31.968,34.006,,11.635,72.146,83.507
1979-05-14,,32.91,31.478,32.745,,11.268,70.214,81.855
1979-05-15,,32.91,30.023,32.745,,11.268,69.255,80.217
1979-05-16,,32.91,29.066,32.745,,11.268,69.255,79.403
1979-05-17,,32.91,28.592,31.504,,11.268,67.355,78.592
1979-05-18,,31.568,30.505,30.891,,13.952,65.477,76.181
1979-05-19,,31.568,31.478,30.283,,14.357,67.355,76.181
1979-05-20,,31.568,30.99,30.283,,13.952,69.255,78.592
1979-05-21,,30.267,30.99,30.283,,13.158,69.255,79.403
1979-05-22,,30.267,30.99,30.283,,12.385,69.255,79.403
1979-05-23,,30.912,30.99,29.081,,11.635,65.477,76.981
1979-05-24,,30.267,30.99,29.081,,11.635,62.7,73.8
1979-05-25,,30.267,30.505,27.9,,10.906,61.786,71.45
1979-05-26,,29.631,30.505,27.9,,10.906,61.786,70.674
1979-05-27,,29.631,30.023,27.9,,10.906,60.877,70.674
1979-05-28,,29.006,29.543,27.9,,10.906,60.877,69.901
1979-05-29,,29.006,29.066,27.317,,10.906,60.877,69.901
1979-05-30,,29.006,29.066,26.739,,10.906,59.973,69.132
1979-05-31,,29.006,30.505,26.739,,10.906,59.973,69.132
1979-06-01,,29.006,30.505,26.739,,13.952,59.973,69.132
1979-06-02,,29.006,30.023,26.739,,21.568,81.107,81.855
1979-06-03,,29.006,30.023,27.9,,20.113,82.13,93.697
1979-06-04,,29.006,29.543,27.9,,19.638,84.19,95.441
1979-06-05,,29.006,29.066,27.9,,19.638,72.146,89.393
1979-06-06,,29.006,28.592,27.9,,17.344,71.177,82.679
1979-06-07,,29.006,28.12,27.9,,15.605,72.146,82.679
1979-06-08,,29.006,28.12,27.317,,14.357,70.214,81.855
1979-06-09,,29.006,27.652,26.166,,12.769,60.877,74.59
1979-06-10,,29.006,27.186,26.166,,11.635,55.54,66.844
1979-06-11,,27.783,27.186,26.166,,11.635,58.183,65.336
1979-06-12,,27.783,27.186,26.166,,11.635,59.973,67.603
1979-06-13,,27.783,27.186,25.599,,11.268,59.075,68.366
1979-06-14,,27.116,26.722,25.599,,11.268,58.183,67.603
1979-06-15,,27.116,26.722,25.036,,10.906,58.183,66.844
1979-06-16,,27.116,26.722,25.036,,11.635,58.183,66.844
1979-06-17,,27.116,26.262,25.036,,16.901,58.183,66.844
1979-06-18,,26.458,26.262,25.036,,16.464,59.075,67.603
1979-06-19,,26.458,26.262,25.036,,13.952,64.546,71.45
1979-06-20,,25.81,25.805,24.479,,13.158,63.62,73.8
1979-06-21,,25.81,25.805,24.479,,12.007,60.877,71.45
1979-06-22,,25.81,25.35,24.479,,12.769,60.877,69.901
1979-06-23,,25.81,24.898,24.479,,15.184,60.877,69.901
1979-06-24,,25.171,23.119,24.479,,15.605,62.7,70.674
