,A19086,D19086
2008-10-23,78.0,157.0
2008-10-24,78.0,157.0
2008-10-25,78.0,157.0
2008-10-26,78.0,157.0
2008-10-27,40.0,157.0
2008-10-28,43.0,157.0
2008-10-29,81.0,157.0
2008-10-30,81.0,157.0
2008-10-31,81.0,157.0
2008-11-01,119.0,157.0
2008-11-02,157.0,157.0
2008-11-03,82.0,158.0
2008-11-04,43.0,157.0
2008-11-05,43.0,157.0
2008-11-06,60.0,174.0
2008-11-07,98.0,174.0
2008-11-08,137.0,175.0
2008-11-09,137.0,175.0
2008-11-10,289.0,175.0
2008-11-11,327.0,175.0
2008-11-12,289.0,175.0
2008-11-13,251.0,175.0
2008-11-14,175.0,175.0
2008-11-15,175.0,175.0
2008-11-16,137.0,175.0
2008-11-17,137.0,175.0
2008-11-18,136.92,175.0
2008-11-19,63.0,177.0
2008-11-20,61.11,175.0
2008-11-21,61.0,175.0
2008-11-22,61.0,175.0
2008-11-23,61.0,175.0
2008-11-24,61.0,175.0
2008-11-25,61.0,175.0
2008-11-26,62.11,176.0
2008-11-27,129.92,168.0
2008-11-28,75.07,151.0
2008-11-29,81.96,158.0
2008-11-30,82.07,158.0
2008-12-01,126.92,165.0
2008-12-02,195.08,157.0
2008-12-03,152.0,152.0
2008-12-04,81.96,158.0
2008-12-05,81.96,158.0
2008-12-06,68.07,144.0
2008-12-07,98.04,136.0
2008-12-08,100.92,139.0
2008-12-09,179.08,141.0
2008-12-10,216.93,141.0
2008-12-11,254.0,140.0
2008-12-12,330.93,141.0
2008-12-13,711.02,141.0
2008-12-14,215.93,140.0
2008-12-15,255.0,141.0
2008-12-16,291.97,140.0
2008-12-17,254.0,140.0
2008-12-18,216.04,140.0
2008-12-19,177.96,140.0
2008-12-20,140.0,140.0
2008-12-21,98.04,136.0
2008-12-22,140.0,140.0
2008-12-23,101.92,140.0
2008-12-24,102.04,140.0
2008-12-25,140.0,140.0
2008-12-26,216.04,140.0
2008-12-27,747.87,140.0
2008-12-28,1087.84,139.0
2008-12-29,494.79,139.0
2008-12-30,336.69,139.0
2008-12-31,301.15,143.0
2009-01-01,218.06,139.0
2009-01-02,219.54,180.0
2009-01-03,199.0,199.0
2009-01-04,238.54,199.0
2009-01-05,200.0,200.0
2009-01-06,163.46,203.0
2009-01-07,80.4,199.0
2009-01-08,119.93,199.0
2009-01-09,317.6,199.0
2009-01-10,278.07,199.0
2009-01-11,277.07,198.0
2009-01-12,159.46,199.0
2009-01-13,119.93,199.0
2009-01-14,80.4,199.0
2009-01-15,80.39,199.0
2009-01-16,119.94,199.0
2009-01-17,238.54,199.0
2009-01-18,274.06,195.0
2009-01-19,199.0,199.0
2009-01-20,159.46,199.0
2009-01-21,119.94,199.0
2009-01-22,57.39,176.0
2009-01-23,57.4,176.0
2009-01-24,83.93,163.0
2009-01-25,109.47,149.0
2009-01-26,109.46,149.0
2009-01-27,118.46,158.0
2009-01-28,150.0,150.0
2009-01-29,267.6,149.0
2009-01-30,228.07,149.0
2009-01-31,149.0,149.0
2009-02-01,149.0,149.0
2009-02-02,149.0,149.0
2009-02-03,134.0,134.0
2009-02-04,132.0,132.0
2009-02-05,172.54,133.0
2009-02-06,175.54,136.0
2009-02-07,211.06,132.0
2009-02-08,306.14,148.0
2009-02-09,448.28,132.0
2009-02-10,448.27,132.0
2009-02-11,412.75,136.0
2009-02-12,328.67,131.0
2009-02-13,328.67,131.0
2009-02-14,328.67,131.0
2009-02-15,407.74,131.0
2009-02-16,447.28,131.0
2009-02-17,616.69,131.0
2009-02-18,646.53,127.0
2009-02-19,736.11,130.0
2009-02-20,692.82,130.0
2009-02-21,561.94,129.0
2009-02-22,345.47,129.0
2009-02-23,302.18,129.0
2009-02-24,258.87,129.0
2009-02-25,302.18,129.0
2009-02-26,475.35,129.0
2009-02-27,518.64,129.0
2009-02-28,431.06,128.0
2009-03-01,389.77,130.0
2009-03-02,341.19,133.0
2009-03-03,335.67,133.0
2009-03-04,290.13,128.0
2009-03-05,249.61,128.0
2009-03-06,168.53,128.0
2009-03-07,128.0,128.0
2009-03-08,128.0,128.0
2009-03-09,166.53,126.0
2009-03-10,164.54,124.0
2009-03-11,249.6,128.0
2009-03-12,371.21,128.0
2009-03-13,452.28,128.0
2009-03-14,492.81,128.0
2009-03-15,533.35,128.0
2009-03-16,371.21,128.0
2009-03-17,249.61,128.0
2009-03-18,209.06,128.0
2009-03-19,290.14,128.0
2009-03-20,452.27,128.0
2009-03-21,248.61,127.0
2009-03-22,167.53,127.0
2009-03-23,163.53,123.0
2009-03-24,208.08,127.0
2009-03-25,370.21,127.0
2009-03-26,329.67,127.0
2009-03-27,371.27,127.0
2009-03-28,440.16,149.0
2009-03-29,640.95,225.0
2009-03-30,807.34,225.0
2009-03-31,924.92,301.0
2009-04-01,531.78,407.0
2009-04-02,490.19,407.0
2009-04-03,515.78,391.0
2009-04-04,538.38,372.0
2009-04-05,576.97,369.0
2009-04-06,570.97,363.0
2009-04-07,585.97,378.0
2009-04-08,688.77,356.0
2009-04-09,808.75,476.0
2009-04-10,739.19,656.0
2009-04-11,482.43,732.0
2009-04-12,355.65,730.0
2009-04-13,326.83,618.0
2009-04-14,312.81,396.0
2009-04-15,350.0,350.0
2009-04-16,317.0,317.0
2009-04-17,306.0,306.0
2009-04-18,274.41,316.0
2009-04-19,233.81,317.0
2009-04-20,192.22,317.0
2009-04-21,173.21,298.0
2009-04-22,150.62,317.0
2009-04-23,159.22,284.0
2009-04-24,149.21,274.0
2009-04-25,157.22,282.0
2009-04-26,148.89,282.0
2009-04-27,148.9,282.0
2009-04-28,139.54,256.0
2009-04-29,121.89,255.0
2009-04-30,121.9,255.0
2009-05-01,112.58,254.0
2009-05-02,113.57,255.0
2009-05-03,114.58,256.0
2009-05-04,119.9,253.0
2009-05-05,130.21,255.0
2009-05-06,127.86,236.0
2009-05-07,115.85,224.0
2009-05-08,110.18,210.0
2009-05-09,109.49,201.0
2009-05-10,108.81,192.0
2009-05-11,107.81,191.0
2009-05-12,109.72,191.0
2009-05-13,109.92,191.0
2009-05-14,109.94,191.0
2009-05-15,142.36,191.0
2009-05-16,150.46,191.0
2009-05-17,150.47,191.0
2009-05-18,142.36,191.0
2009-05-19,135.25,192.0
2009-05-20,119.03,192.0
2009-05-21,110.94,192.0
2009-05-22,102.82,192.0
2009-05-23,94.72,192.0
2009-05-24,86.61,192.0
2009-05-25,86.61,192.0
2009-05-26,86.61,192.0
2009-05-27,89.72,187.0
2009-05-28,87.82,177.0
2009-05-29,79.82,169.0
2009-05-30,78.04,151.0
2009-05-31,78.03,151.0
2009-06-01,78.04,151.0
2009-06-02,78.04,151.0
2009-06-03,78.03,151.0
2009-06-04,78.04,151.0
2009-06-05,78.04,151.0
2009-06-06,78.03,151.0
2009-06-07,86.15,151.0
2009-06-08,78.04,151.0
2009-06-09,78.03,151.0
2009-06-10,84.15,149.0
2009-06-11,87.14,152.0
2009-06-12,86.14,151.0
2009-06-13,78.04,151.0
2009-06-14,86.14,151.0
2009-06-15,86.14,151.0
2009-06-16,86.15,151.0
2009-06-17,104.47,145.0
2009-06-18,151.21,135.0
2009-06-19,143.11,135.0
2009-06-20,135.0,135.0
2009-06-21,110.68,135.0
2009-06-22,94.46,135.0
2009-06-23,86.36,135.0
2009-06-24,78.25,135.0
2009-06-25,70.15,135.0
2009-06-26,70.14,135.0
2009-06-27,70.15,135.0
2009-06-28,78.25,135.0
2009-06-29,70.14,135.0
2009-06-30,70.15,135.0
2009-07-01,62.04,135.0
2009-07-02,62.03,135.0
2009-07-03,62.04,135.0
2009-07-04,62.04,135.0
2009-07-05,62.03,135.0
2009-07-06,62.04,135.0
2009-07-07,62.04,135.0
2009-07-08,62.03,135.0
2009-07-09,73.15,138.0
2009-07-10,62.04,135.0
2009-07-11,62.03,135.0
2009-07-12,59.28,135.0
2009-07-13,64.73,134.0
2009-07-14,68.73,138.0
2009-07-15,66.72,136.0
2009-07-16,66.73,136.0
2009-07-17,58.07,136.0
2009-07-18,58.06,136.0
2009-07-19,66.73,136.0
2009-07-20,58.07,136.0
2009-07-21,58.06,136.0
2009-07-22,58.07,136.0
2009-07-23,52.41,139.0
2009-07-24,49.41,136.0
2009-07-25,49.41,136.0
2009-07-26,58.06,136.0
2009-07-27,58.07,136.0
2009-07-28,58.07,136.0
2009-07-29,58.06,136.0
2009-07-30,58.07,136.0
2009-07-31,58.07,136.0
2009-08-01,58.07,136.0
2009-08-02,55.73,125.0
2009-08-03,58.07,136.0
2009-08-04,58.07,136.0
2009-08-05,53.41,140.0
2009-08-06,58.06,136.0
2009-08-07,52.41,139.0
2009-08-08,49.41,136.0
2009-08-09,52.07,130.0
2009-08-10,58.07,136.0
2009-08-11,58.07,136.0
2009-08-12,58.07,136.0
2009-08-13,58.07,136.0
2009-08-14,61.07,139.0
2009-08-15,59.07,137.0
2009-08-16,53.07,131.0
2009-08-17,59.06,137.0
2009-08-18,59.07,137.0
2009-08-19,59.07,137.0
2009-08-20,59.06,137.0
2009-08-21,59.07,137.0
2009-08-22,59.07,137.0
2009-08-23,59.07,137.0
2009-08-24,58.73,128.0
2009-08-25,59.73,129.0
2009-08-26,58.73,128.0
2009-08-27,58.73,128.0
2009-08-28,55.07,133.0
2009-08-29,59.73,129.0
2009-08-30,59.73,129.0
2009-08-31,68.39,129.0
2009-09-01,68.38,129.0
2009-09-02,59.73,129.0
2009-09-03,59.73,129.0
2009-09-04,59.72,129.0
2009-09-05,59.73,129.0
2009-09-06,59.73,129.0
2009-09-07,61.23,129.0
2009-09-08,57.84,129.0
2009-09-09,57.84,129.0
2009-09-10,57.83,129.0
2009-09-11,57.84,129.0
2009-09-12,57.84,129.0
2009-09-13,57.83,129.0
2009-09-14,57.84,129.0
2009-09-15,57.83,129.0
2009-09-16,57.83,129.0
2009-09-17,57.84,129.0
2009-09-18,57.83,129.0
2009-09-19,49.93,129.0
2009-09-20,57.84,129.0
2009-09-21,57.83,129.0
2009-09-22,57.84,129.0
2009-09-23,57.84,129.0
2009-09-24,57.83,129.0
2009-09-25,57.84,129.0
2009-09-26,50.93,130.0
2009-09-27,58.83,130.0
2009-09-28,58.84,130.0
2009-09-29,50.93,130.0
2009-09-30,58.84,130.0
2009-10-01,50.93,130.0
2009-10-02,50.93,130.0
2009-10-03,58.84,130.0
2009-10-04,54.93,134.0
2009-10-05,58.83,130.0
2009-10-06,50.94,130.0
2009-10-07,51.93,131.0
2009-10-08,55.94,135.0
2009-10-09,52.02,139.0
2009-10-10,52.02,139.0
2009-10-11,52.03,139.0
2009-10-12,52.02,139.0
2009-10-13,52.03,139.0
2009-10-14,59.93,139.0
2009-10-15,59.94,139.0
2009-10-16,59.93,139.0
2009-10-17,59.93,139.0
2009-10-18,59.94,139.0
2009-10-19,59.93,139.0
2009-10-20,59.94,139.0
2009-10-21,59.93,139.0
2009-10-22,75.74,139.0
2009-10-23,99.47,139.0
2009-10-24,99.47,139.0
2009-10-25,107.37,139.0
2009-10-26,113.28,137.0
2009-10-27,123.19,139.0
2009-10-28,119.28,143.0
2009-10-29,109.46,149.0
2009-10-30,86.75,150.0
2009-10-31,76.83,148.0
2009-11-01,71.93,151.0
2009-11-02,76.84,148.0
2009-11-03,70.77,148.0
2009-11-04,83.62,152.0
2009-11-05,109.4,155.0
2009-11-06,126.6,157.0
2009-11-07,119.0,157.0
2009-11-08,119.0,157.0
2009-11-09,119.01,157.0
2009-11-10,126.6,157.0
2009-11-11,149.4,157.0
2009-11-12,157.0,157.0
2009-11-13,172.2,157.0
2009-11-14,192.99,155.0
2009-11-15,187.39,157.0
2009-11-16,149.4,157.0
2009-11-17,126.61,157.0
2009-11-18,111.41,157.0
2009-11-19,96.2,157.0
2009-11-20,81.01,157.0
2009-11-21,73.41,157.0
2009-11-22,73.41,157.0
2009-11-23,72.62,141.0
2009-11-24,98.4,144.0
2009-11-25,110.0,148.0
2009-11-26,111.41,157.0
2009-11-27,88.61,157.0
2009-11-28,82.0,158.0
2009-11-29,81.02,157.0
2009-11-30,82.0,158.0
2009-12-01,82.0,158.0
2009-12-02,82.02,158.0
2009-12-03,158.0,158.0
2009-12-04,309.98,158.0
2009-12-05,271.98,158.0
2009-12-06,218.8,158.0
2009-12-07,173.2,158.0
2009-12-08,158.0,158.0
2009-12-09,1265.02,157.0
2009-12-10,591.88,157.0
2009-12-11,472.27,156.0
2009-12-12,410.21,173.0
2009-12-13,556.81,201.0
2009-12-14,534.28,218.0
2009-12-15,432.67,235.0
2009-12-16,369.6,251.0
2009-12-17,309.54,270.0
2009-12-18,249.19,265.0
2009-12-19,226.74,290.0
2009-12-20,227.94,307.0
2009-12-21,240.46,280.0
2009-12-22,264.46,304.0
2009-12-23,362.54,323.0
2009-12-24,276.46,316.0
2009-12-25,197.4,316.0
2009-12-26,159.05,333.0
2009-12-27,142.42,348.0
2009-12-28,132.7,362.0
2009-12-29,129.42,335.0
2009-12-30,161.05,335.0
2009-12-31,176.86,335.0
2010-01-01,176.85,335.0
2010-01-02,532.67,335.0
2010-01-03,452.61,334.0
2010-01-04,413.06,334.0
2010-01-05,356.54,317.0
2010-01-06,220.94,300.0
2010-01-07,242.46,282.0
2010-01-08,303.54,264.0
2010-01-09,325.06,246.0
2010-01-10,443.67,246.0
2010-01-11,562.28,246.0
2010-01-12,838.02,245.0
2010-01-13,679.87,245.0
2010-01-14,482.21,245.0
2010-01-15,625.35,230.0
2010-01-16,431.67,234.0
2010-01-17,352.61,234.0
2010-01-18,273.53,234.0
2010-01-19,234.0,234.0
2010-01-20,195.47,235.0
2010-01-21,430.67,233.0
2010-01-22,470.2,233.0
2010-01-23,398.66,233.0
2010-01-24,449.47,233.0
2010-01-25,362.88,233.0
2010-01-26,276.3,233.0
2010-01-27,362.87,233.0
2010-01-28,232.0,232.0
2010-01-29,318.6,232.0
2010-01-30,232.0,232.0
2010-01-31,405.17,232.0
2010-02-01,361.88,232.0
2010-02-02,588.35,242.0
2010-02-03,442.47,226.0
2010-02-04,172.7,216.0
2010-02-05,128.7,172.0
2010-02-06,173.0,173.0
2010-02-07,223.3,180.0
2010-02-08,180.0,180.0
2010-02-09,180.0,180.0
2010-02-10,283.88,154.0
2010-02-11,239.59,153.0
2010-02-12,282.88,153.0
2010-02-13,370.47,154.0
2010-02-14,369.47,153.0
2010-02-15,1132.76,137.0
2010-02-16,725.11,119.0
2010-02-17,421.06,118.0
2010-02-18,376.49,125.0
2010-02-19,362.21,119.0
2010-02-20,362.21,119.0
2010-02-21,318.67,116.0
2010-02-22,285.14,123.0
2010-02-23,204.06,123.0
2010-02-24,239.61,118.0
2010-02-25,199.06,118.0
2010-02-26,198.08,117.0
2010-02-27,238.6,117.0
2010-02-28,279.14,117.0
2010-03-01,400.74,117.0
2010-03-02,393.22,150.0
2010-03-03,231.06,150.0
2010-03-04,392.67,190.0
2010-03-05,515.74,232.0
2010-03-06,582.28,258.0
2010-03-07,569.74,286.0
2010-03-08,223.94,305.0
2010-03-09,223.94,305.0
2010-03-10,181.92,263.0
2010-03-11,189.47,230.0
2010-03-12,147.94,229.0
2010-03-13,152.46,193.0
2010-03-14,153.47,194.0
2010-03-15,152.47,193.0
2010-03-16,109.47,150.0
2010-03-17,109.47,150.0
2010-03-18,92.46,133.0
2010-03-19,171.54,131.0
2010-03-20,155.53,115.0
2010-03-21,155.53,115.0
2010-03-22,155.53,115.0
2010-03-23,196.08,115.0
2010-03-24,236.6,115.0
2010-03-25,277.14,115.0
2010-03-26,325.67,123.0
2010-03-27,441.28,117.0
2010-03-28,441.34,116.0
2010-03-29,282.38,116.0
2010-03-30,255.78,131.0
2010-03-31,270.79,146.0
2010-04-01,244.18,161.0
2010-04-02,205.6,164.0
2010-04-03,205.6,164.0
2010-04-04,205.6,164.0
2010-04-05,205.6,164.0
2010-04-06,179.0,179.0
2010-04-07,169.0,169.0
2010-04-08,162.4,204.0
2010-04-09,139.81,223.0
2010-04-10,128.82,212.0
2010-04-11,163.0,163.0
2010-04-12,146.0,146.0
2010-04-13,146.0,146.0
2010-04-14,146.0,146.0
2010-04-15,144.0,144.0
2010-04-16,150.0,150.0
2010-04-17,108.4,150.0
2010-04-18,108.4,150.0
2010-04-19,108.4,150.0
2010-04-20,108.4,150.0
2010-04-21,92.41,134.0
2010-04-22,93.4,135.0
2010-04-23,92.4,134.0
2010-04-24,91.4,133.0
2010-04-25,90.4,132.0
2010-04-26,90.41,132.0
2010-04-27,93.4,135.0
2010-04-28,89.4,131.0
2010-04-29,93.47,134.0
2010-04-30,90.47,131.0
2010-05-01,90.46,131.0
2010-05-02,93.47,134.0
2010-05-03,90.47,131.0
2010-05-04,90.47,131.0
2010-05-05,91.47,132.0
2010-05-06,91.46,132.0
2010-05-07,91.47,132.0
2010-05-08,91.47,132.0
2010-05-09,91.47,132.0
2010-05-10,91.47,132.0
2010-05-11,91.46,132.0
2010-05-12,91.47,132.0
2010-05-13,90.47,131.0
2010-05-14,91.47,132.0
2010-05-15,49.92,131.0
2010-05-16,53.94,135.0
2010-05-17,51.94,133.0
2010-05-18,90.46,131.0
2010-05-19,49.94,131.0
2010-05-20,49.94,131.0
2010-05-21,89.46,130.0
2010-05-22,51.94,133.0
2010-05-23,48.94,130.0
2010-05-24,91.46,132.0
2010-05-25,50.94,132.0
2010-05-26,50.94,132.0
2010-05-27,50.92,132.0
2010-05-28,50.94,132.0
2010-05-29,91.47,132.0
2010-05-30,50.92,132.0
2010-05-31,50.94,132.0
2010-06-01,50.92,132.0
2010-06-02,50.94,132.0
2010-06-03,50.94,132.0
2010-06-04,50.92,132.0
2010-06-05,50.94,132.0
2010-06-06,48.92,130.0
2010-06-07,51.94,133.0
2010-06-08,49.94,131.0
2010-06-09,50.92,132.0
2010-06-10,50.94,132.0
2010-06-11,50.92,132.0
2010-06-12,51.94,133.0
2010-06-13,52.94,134.0
2010-06-14,53.92,135.0
2010-06-15,51.94,133.0
2010-06-16,50.92,132.0
2010-06-17,90.47,131.0
2010-06-18,94.47,135.0
2010-06-19,95.47,136.0
2010-06-20,95.47,136.0
2010-06-21,95.46,136.0
2010-06-22,102.47,143.0
2010-06-23,102.47,143.0
2010-06-24,64.94,146.0
2010-06-25,70.92,152.0
2010-06-26,70.94,152.0
2010-06-27,70.92,152.0
2010-06-28,71.94,153.0
2010-06-29,30.39,152.0
2010-06-30,27.64,152.0
2010-07-01,22.13,152.0
2010-07-02,22.12,152.0
2010-07-03,22.12,152.0
2010-07-04,22.12,152.0
2010-07-05,19.12,149.0
2010-07-06,25.13,155.0
2010-07-07,18.12,148.0
2010-07-08,22.12,152.0
2010-07-09,65.41,152.0
2010-07-10,22.12,152.0
2010-07-11,66.41,153.0
2010-07-12,66.41,153.0
2010-07-13,23.12,153.0
2010-07-14,66.41,153.0
2010-07-15,66.4,153.0
2010-07-16,66.41,153.0
2010-07-17,69.41,156.0
2010-07-18,23.12,153.0
2010-07-19,23.12,153.0
2010-07-20,66.41,153.0
2010-07-21,23.12,153.0
2010-07-22,23.13,153.0
2010-07-23,23.12,153.0
2010-07-24,26.12,156.0
2010-07-25,27.12,157.0
2010-07-26,24.12,154.0
2010-07-27,24.13,154.0
2010-07-28,67.4,154.0
2010-07-29,24.13,154.0
2010-07-30,28.12,158.0
2010-07-31,24.12,154.0
2010-08-01,24.12,154.0
2010-08-02,18.12,148.0
2010-08-03,24.13,154.0
2010-08-04,67.4,154.0
2010-08-05,24.13,154.0
2010-08-06,31.63,154.0
2010-08-07,35.4,154.0
2010-08-08,74.93,154.0
2010-08-09,74.94,154.0
2010-08-10,39.39,158.0
2010-08-11,30.4,149.0
2010-08-12,27.4,146.0
2010-08-13,66.93,146.0
2010-08-14,60.93,140.0
2010-08-15,57.94,137.0
2010-08-16,57.93,137.0
2010-08-17,57.94,137.0
2010-08-18,57.93,137.0
2010-08-19,57.93,137.0
2010-08-20,57.94,137.0
2010-08-21,61.93,141.0
2010-08-22,57.94,137.0
2010-08-23,57.93,137.0
2010-08-24,54.93,134.0
2010-08-25,55.94,135.0
2010-08-26,58.93,138.0
2010-08-27,58.94,138.0
2010-08-28,58.93,138.0
2010-08-29,59.93,139.0
2010-08-30,55.94,135.0
2010-08-31,20.39,139.0
2010-09-01,58.94,138.0
2010-09-02,59.93,139.0
2010-09-03,56.94,136.0
2010-09-04,57.93,137.0
2010-09-05,51.02,138.0
2010-09-06,27.31,138.0
2010-09-07,19.4,138.0
2010-09-08,19.39,138.0
2010-09-09,20.4,139.0
2010-09-10,22.39,141.0
2010-09-11,56.94,136.0
2010-09-12,17.39,136.0
2010-09-13,17.4,136.0
2010-09-14,18.4,137.0
2010-09-15,20.39,139.0
2010-09-16,21.4,140.0
2010-09-17,23.47,139.0
2010-09-18,60.02,136.0
2010-09-19,62.0,138.0
2010-09-20,64.02,140.0
2010-09-21,63.0,139.0
2010-09-22,64.0,140.0
2010-09-23,67.02,143.0
2010-09-24,65.0,141.0
2010-09-25,27.02,141.0
2010-09-26,27.01,141.0
2010-09-27,65.02,141.0
2010-09-28,64.0,140.0
2010-09-29,65.02,141.0
2010-09-30,57.41,141.0
2010-10-01,72.6,141.0
2010-10-02,65.02,141.0
2010-10-03,65.0,141.0
2010-10-04,65.02,141.0
2010-10-05,68.0,144.0
2010-10-06,67.0,143.0
2010-10-07,66.02,142.0
2010-10-08,27.01,141.0
2010-10-09,29.02,143.0
2010-10-10,62.0,138.0
2010-10-11,26.02,140.0
2010-10-12,26.02,140.0
2010-10-13,26.01,140.0
2010-10-14,26.02,140.0
2010-10-15,64.0,140.0
2010-10-16,64.02,140.0
2010-10-17,65.0,141.0
2010-10-18,64.0,140.0
2010-10-19,65.02,141.0
2010-10-20,64.0,140.0
2010-10-21,66.02,142.0
2010-10-22,67.0,143.0
2010-10-23,105.0,143.0
2010-10-24,104.0,142.0
2010-10-25,67.02,143.0
2010-10-26,67.0,143.0
2010-10-27,93.0,131.0
2010-10-28,94.01,132.0
2010-10-29,95.0,133.0
2010-10-30,87.0,125.0
2010-10-31,86.0,124.0
2010-11-01,124.0,124.0
2010-11-02,162.0,124.0
2010-11-03,163.0,125.0
2010-11-04,162.0,124.0
2010-11-05,161.99,124.0
2010-11-06,162.0,124.0
2010-11-07,162.0,124.0
2010-11-08,124.0,124.0
2010-11-09,125.0,125.0
2010-11-10,125.0,125.0
2010-11-11,124.0,124.0
2010-11-12,87.0,125.0
2010-11-13,125.0,125.0
2010-11-14,86.0,124.0
2010-11-15,86.01,124.0
2010-11-16,86.0,124.0
2010-11-17,87.0,125.0
2010-11-18,87.0,125.0
2010-11-19,49.02,125.0
2010-11-20,86.0,124.0
2010-11-21,87.0,125.0
2010-11-22,85.0,123.0
2010-11-23,123.0,123.0
2010-11-24,123.0,123.0
2010-11-25,87.0,125.0
2010-11-26,125.0,125.0
2010-11-27,125.0,125.0
2010-11-28,87.0,125.0
2010-11-29,125.0,125.0
2010-11-30,125.0,125.0
2010-12-01,125.0,125.0
2010-12-02,163.0,125.0
2010-12-03,125.0,125.0
2010-12-04,164.0,126.0
2010-12-05,165.0,127.0
2010-12-06,125.0,125.0
2010-12-07,125.0,125.0
2010-12-08,125.0,125.0
2010-12-09,87.0,125.0
2010-12-10,87.0,125.0
2010-12-11,87.0,125.0
2010-12-12,88.0,126.0
2010-12-13,87.0,125.0
2010-12-14,52.0,125.0
2010-12-15,90.0,126.0
2010-12-16,50.0,123.0
2010-12-17,86.0,123.0
2010-12-18,51.0,124.0
2010-12-19,51.0,124.0
2010-12-20,88.0,124.0
2010-12-21,88.0,125.0
2010-12-22,92.0,128.0
2010-12-23,96.0,132.0
2010-12-24,59.0,132.0
2010-12-25,92.0,128.0
2010-12-26,87.0,123.0
2010-12-27,88.0,124.0
2010-12-28,84.0,121.0
2010-12-29,87.0,123.0
2010-12-30,123.0,123.0
2010-12-31,160.49,124.0
2011-01-01,341.95,123.0
2011-01-02,270.97,125.0
2011-01-03,233.48,124.0
2011-01-04,159.49,123.0
2011-01-05,124.0,124.0
2011-01-06,124.0,124.0
2011-01-07,87.51,124.0
2011-01-08,87.51,124.0
2011-01-09,87.51,124.0
2011-01-10,124.0,124.0
2011-01-11,160.49,124.0
2011-01-12,196.99,124.0
2011-01-13,380.94,124.0
2011-01-14,275.98,124.0
2011-01-15,313.98,124.0
2011-01-16,275.98,124.0
2011-01-17,237.99,124.0
2011-01-18,161.99,124.0
2011-01-19,427.97,124.0
2011-01-20,730.93,123.0
2011-01-21,502.95,123.0
2011-01-22,1110.87,123.0
2011-01-23,294.99,143.0
2011-01-24,232.98,157.0
2011-01-25,233.0,157.0
2011-01-26,232.98,157.0
2011-01-27,157.0,157.0
2011-01-28,157.0,157.0
2011-01-29,156.0,156.0
2011-01-30,350.97,123.0
2011-01-31,272.98,121.0
2011-02-01,236.53,121.0
2011-02-02,159.54,120.0
2011-02-03,239.6,121.0
2011-02-04,320.67,123.0
2011-02-05,162.54,123.0
2011-02-06,202.06,123.0
2011-02-07,281.15,123.0
2011-02-08,320.67,123.0
2011-02-09,439.27,123.0
2011-02-10,359.21,122.0
2011-02-11,319.67,122.0
2011-02-12,596.41,122.0
2011-02-13,695.5,142.0
2011-02-14,733.48,180.0
2011-02-15,589.81,234.0
2011-02-16,432.67,235.0
2011-02-17,519.26,235.0
2011-02-18,538.06,235.0
2011-02-19,623.65,234.0
2011-02-20,666.94,234.0
2011-02-21,493.76,234.0
2011-02-22,234.0,234.0
2011-02-23,320.6,234.0
2011-02-24,147.4,234.0
2011-02-25,104.13,234.0
2011-02-26,190.7,234.0
2011-02-27,580.35,234.0
2011-02-28,493.76,234.0
2011-03-01,362.88,233.0
2011-03-02,579.35,233.0
2011-03-03,437.17,264.0
2011-03-04,320.3,277.0
2011-03-05,285.3,242.0
2011-03-06,286.29,243.0
2011-03-07,674.94,242.0
2011-03-08,1020.29,241.0
2011-03-09,631.35,285.0
2011-03-10,455.65,288.0
2011-03-11,529.22,286.0
2011-03-12,331.53,291.0
2011-03-13,411.6,290.0
2011-03-14,564.75,281.0
2011-03-15,450.14,288.0
2011-03-16,484.67,282.0
2011-03-17,368.06,287.0
2011-03-18,236.47,277.0
2011-03-19,403.6,282.0
2011-03-20,448.14,286.0
2011-03-21,523.21,280.0
2011-03-22,365.08,284.0
2011-03-23,486.67,284.0
2011-03-24,688.35,283.0
2011-03-25,405.6,284.0
2011-03-26,486.67,284.0
2011-03-27,487.67,285.0
2011-03-28,406.61,285.0
2011-03-29,240.47,281.0
2011-03-30,319.53,279.0
2011-03-31,603.28,279.0
2011-04-01,360.06,279.0
2011-04-02,360.06,279.0
2011-04-03,348.08,267.0
2011-04-04,316.53,276.0
2011-04-05,282.0,282.0
2011-04-06,278.47,319.0
2011-04-07,352.0,352.0
2011-04-08,392.53,352.0
2011-04-09,433.06,352.0
2011-04-10,411.08,330.0
2011-04-11,364.53,324.0
2011-04-12,346.0,346.0
2011-04-13,238.94,320.0
2011-04-14,126.86,289.0
2011-04-15,92.86,255.0
2011-04-16,96.94,178.0
2011-04-17,55.39,177.0
2011-04-18,54.94,136.0
2011-04-19,135.0,135.0
2011-04-20,94.46,135.0
2011-04-21,94.47,135.0
2011-04-22,94.47,135.0
2011-04-23,94.47,135.0
2011-04-24,94.47,135.0
2011-04-25,135.0,135.0
2011-04-26,94.46,135.0
2011-04-27,135.0,135.0
2011-04-28,136.0,136.0
2011-04-29,104.47,145.0
2011-04-30,70.94,152.0
2011-05-01,69.92,151.0
2011-05-02,70.94,152.0
2011-05-03,69.94,151.0
2011-05-04,111.46,152.0
2011-05-05,111.47,152.0
2011-05-06,111.47,152.0
2011-05-07,111.47,152.0
2011-05-08,111.47,152.0
2011-05-09,111.46,152.0
2011-05-10,111.47,152.0
2011-05-11,111.47,152.0
2011-05-12,144.0,144.0
