,A19086,D19086
2016-06-19,37.92,119.0
2016-06-20,37.94,119.0
2016-06-21,43.94,125.0
2016-06-22,77.46,118.0
2016-06-23,36.94,118.0
2016-06-24,36.94,118.0
2016-06-25,36.92,118.0
2016-06-26,77.47,118.0
2016-06-27,37.94,119.0
2016-06-28,37.92,119.0
2016-06-29,78.47,119.0
2016-06-30,37.94,119.0
2016-07-01,37.92,119.0
2016-07-02,78.47,119.0
2016-07-03,37.94,119.0
2016-07-04,37.92,119.0
2016-07-05,37.94,119.0
2016-07-06,78.47,119.0
2016-07-07,37.92,119.0
2016-07-08,52.49,119.0
2016-07-09,41.07,119.0
2016-07-10,32.41,119.0
2016-07-11,32.4,119.0
2016-07-12,75.71,119.0
2016-07-13,32.41,119.0
2016-07-14,32.4,119.0
2016-07-15,32.41,119.0
2016-07-16,32.41,119.0
2016-07-17,32.41,119.0
2016-07-18,32.41,119.0
2016-07-19,31.4,118.0
2016-07-20,32.41,119.0
2016-07-21,32.41,119.0
2016-07-22,32.41,119.0
2016-07-23,32.41,119.0
2016-07-24,32.4,119.0
2016-07-25,32.41,119.0
2016-07-26,76.71,120.0
2016-07-27,32.4,119.0
2016-07-28,33.41,120.0
2016-07-29,33.41,120.0
2016-07-30,33.41,120.0
2016-07-31,76.7,120.0
2016-08-01,33.41,120.0
2016-08-02,33.41,120.0
2016-08-03,33.41,120.0
2016-08-04,33.4,120.0
2016-08-05,33.41,120.0
2016-08-06,33.41,120.0
2016-08-07,33.41,120.0
2016-08-08,76.7,120.0
2016-08-09,33.41,120.0
2016-08-10,33.41,120.0
2016-08-11,33.41,120.0
2016-08-12,34.4,121.0
2016-08-13,34.41,121.0
2016-08-14,34.41,121.0
2016-08-15,34.41,121.0
2016-08-16,34.41,121.0
2016-08-17,34.4,121.0
2016-08-18,34.41,121.0
2016-08-19,34.41,121.0
2016-08-20,77.7,121.0
2016-08-21,34.41,121.0
2016-08-22,34.41,121.0
2016-08-23,34.41,121.0
2016-08-24,77.7,121.0
2016-08-25,34.41,121.0
2016-08-26,77.7,121.0
2016-08-27,34.41,121.0
2016-08-28,34.41,121.0
2016-08-29,74.7,118.0
2016-08-30,76.71,120.0
2016-08-31,76.7,120.0
2016-09-01,33.41,120.0
2016-09-02,40.93,120.0
2016-09-03,80.47,120.0
2016-09-04,41.93,121.0
2016-09-05,41.93,121.0
2016-09-06,42.94,122.0
2016-09-07,42.93,122.0
2016-09-08,42.94,122.0
2016-09-09,42.93,122.0
2016-09-10,40.93,120.0
2016-09-11,43.94,123.0
2016-09-12,41.93,121.0
2016-09-13,41.94,121.0
2016-09-14,41.93,121.0
2016-09-15,41.93,121.0
2016-09-16,41.94,121.0
2016-09-17,41.93,121.0
2016-09-18,41.94,121.0
2016-09-19,41.93,121.0
2016-09-20,41.93,121.0
2016-09-21,41.94,121.0
2016-09-22,81.46,121.0
2016-09-23,81.46,121.0
2016-09-24,81.46,121.0
2016-09-25,49.94,129.0
2016-09-26,48.93,128.0
2016-09-27,42.94,122.0
2016-09-28,82.46,122.0
2016-09-29,42.93,122.0
2016-09-30,42.94,122.0
2016-10-01,42.93,122.0
2016-10-02,42.93,122.0
2016-10-03,42.94,122.0
2016-10-04,42.93,122.0
2016-10-05,61.4,180.0
2016-10-06,100.93,180.0
2016-10-07,82.46,122.0
2016-10-08,82.47,122.0
2016-10-09,85.46,125.0
2016-10-10,83.46,123.0
2016-10-11,83.46,123.0
2016-10-12,122.0,122.0
2016-10-13,124.0,124.0
2016-10-14,122.0,122.0
2016-10-15,82.46,122.0
2016-10-16,83.47,123.0
2016-10-17,48.93,128.0
2016-10-18,82.46,122.0
2016-10-19,81.46,121.0
2016-10-20,122.0,122.0
2016-10-21,121.0,121.0
2016-10-22,81.47,121.0
2016-10-23,82.46,122.0
2016-10-24,122.0,122.0
2016-10-25,161.54,122.0
2016-10-26,82.46,122.0
2016-10-27,122.0,122.0
2016-10-28,82.46,122.0
2016-10-29,42.93,122.0
2016-10-30,42.94,122.0
2016-10-31,42.93,122.0
2016-11-01,82.46,122.0
2016-11-02,82.47,122.0
2016-11-03,42.93,122.0
2016-11-04,42.93,122.0
2016-11-05,82.47,122.0
2016-11-06,82.46,122.0
2016-11-07,42.93,122.0
2016-11-08,42.94,122.0
2016-11-09,41.93,121.0
2016-11-10,47.0,123.0
2016-11-11,123.0,123.0
2016-11-12,122.0,122.0
2016-11-13,122.0,122.0
2016-11-14,277.07,122.0
2016-11-15,161.53,122.0
2016-11-16,123.0,123.0
2016-11-17,122.0,122.0
2016-11-18,201.07,122.0
2016-11-19,239.6,121.0
2016-11-20,161.54,122.0
2016-11-21,239.61,121.0
2016-11-22,398.74,122.0
2016-11-23,278.14,120.0
2016-11-24,200.07,121.0
2016-11-25,200.07,121.0
2016-11-26,159.53,120.0
2016-11-27,122.0,122.0
2016-11-28,122.0,122.0
2016-11-29,161.54,122.0
2016-11-30,161.54,122.0
2016-12-01,122.0,122.0
2016-12-02,122.0,122.0
2016-12-03,122.0,122.0
2016-12-04,82.46,122.0
2016-12-05,82.46,122.0
2016-12-06,82.47,122.0
2016-12-07,82.46,122.0
2016-12-08,122.0,122.0
2016-12-09,122.0,122.0
2016-12-10,82.46,122.0
2016-12-11,82.46,122.0
2016-12-12,122.0,122.0
2016-12-13,122.0,122.0
2016-12-14,122.0,122.0
2016-12-15,123.0,123.0
2016-12-16,169.54,130.0
2016-12-17,163.54,124.0
2016-12-18,163.54,124.0
2016-12-19,124.0,124.0
2016-12-20,124.0,124.0
2016-12-21,203.06,124.0
2016-12-22,163.54,124.0
2016-12-23,241.6,123.0
2016-12-24,162.54,123.0
2016-12-25,202.07,123.0
2016-12-26,162.54,123.0
2016-12-27,162.53,123.0
2016-12-28,160.54,121.0
2016-12-29,242.61,124.0
2016-12-30,241.6,123.0
2016-12-31,162.54,123.0
2017-01-01,121.0,121.0
2017-01-02,82.46,122.0
2017-01-03,82.46,122.0
2017-01-04,82.46,122.0
2017-01-05,123.0,123.0
2017-01-06,122.0,122.0
2017-01-07,122.0,122.0
2017-01-08,83.47,123.0
2017-01-09,83.46,123.0
2017-01-10,83.46,123.0
2017-01-11,83.46,123.0
2017-01-12,83.46,123.0
2017-01-13,122.0,122.0
2017-01-14,123.0,123.0
2017-01-15,162.54,123.0
2017-01-16,123.0,123.0
2017-01-17,123.0,123.0
2017-01-18,123.0,123.0
2017-01-19,359.21,122.0
2017-01-20,319.67,122.0
2017-01-21,359.21,122.0
2017-01-22,438.27,122.0
2017-01-23,517.35,122.0
2017-01-24,477.81,122.0
2017-01-25,398.75,122.0
2017-01-26,239.6,121.0
2017-01-27,279.15,121.0
2017-01-28,412.77,121.0
2017-01-29,379.77,120.0
2017-01-30,381.77,122.0
2017-01-31,380.76,121.0
2017-02-01,424.06,121.0
2017-02-02,294.18,121.0
2017-02-03,207.59,121.0
2017-02-04,206.59,120.0
2017-02-05,249.88,120.0
2017-02-06,294.17,121.0
2017-02-07,294.18,121.0
2017-02-08,552.94,120.0
2017-02-09,379.76,120.0
2017-02-10,293.18,120.0
2017-02-11,379.76,120.0
2017-02-12,379.77,120.0
2017-02-13,336.47,120.0
2017-02-14,336.47,120.0
2017-02-15,293.17,120.0
2017-02-16,785.12,120.0
2017-02-17,478.28,154.0
2017-02-18,361.21,118.0
2017-02-19,320.67,118.0
2017-02-20,252.6,131.0
2017-02-21,389.22,146.0
2017-02-22,242.06,161.0
2017-02-23,267.06,186.0
2017-02-24,369.14,207.0
2017-02-25,304.08,223.0
2017-02-26,320.06,239.0
2017-02-27,417.14,255.0
2017-02-28,641.81,277.0
2017-03-01,665.8,301.0
2017-03-02,1028.16,258.0
2017-03-03,752.59,263.0
2017-03-04,578.57,329.0
2017-03-05,471.79,347.0
2017-03-06,406.78,282.0
2017-03-07,331.6,290.0
2017-03-08,263.4,305.0
2017-03-09,224.22,349.0
2017-03-10,207.61,374.0
2017-03-11,165.03,373.0
2017-03-12,167.16,373.0
2017-03-13,161.33,364.0
2017-03-14,132.33,335.0
2017-03-15,151.39,273.0
2017-03-16,197.47,238.0
2017-03-17,220.0,220.0
2017-03-18,515.81,151.0
2017-03-19,734.49,118.0
2017-03-20,533.95,118.0
2017-03-21,502.36,128.0
2017-03-22,365.97,158.0
2017-03-23,274.18,191.0
2017-03-24,225.0,225.0
2017-03-25,242.0,242.0
2017-03-26,325.19,242.0
2017-03-27,242.0,242.0
2017-03-28,242.0,242.0
2017-03-29,210.0,210.0
2017-03-30,251.6,210.0
2017-03-31,459.56,210.0
2017-04-01,293.19,210.0
2017-04-02,250.6,209.0
2017-04-03,417.97,210.0
2017-04-04,334.78,210.0
2017-04-05,282.6,241.0
2017-04-06,212.4,254.0
2017-04-07,160.22,285.0
2017-04-08,169.81,253.0
2017-04-09,129.22,254.0
2017-04-10,166.81,250.0
2017-04-11,127.82,211.0
2017-04-12,127.81,211.0
2017-04-13,169.4,211.0
2017-04-14,101.82,185.0
2017-04-15,135.4,177.0
2017-04-16,93.4,135.0
2017-04-17,174.6,133.0
2017-04-18,117.0,117.0
2017-04-19,118.0,118.0
2017-04-20,241.78,117.0
2017-04-21,200.19,117.0
2017-04-22,200.18,117.0
2017-04-23,158.6,117.0
2017-04-24,117.0,117.0
2017-04-25,157.6,116.0
2017-04-26,117.0,117.0
2017-04-27,117.0,117.0
2017-04-28,117.0,117.0
2017-04-29,117.0,117.0
2017-04-30,158.6,117.0
2017-05-01,241.78,117.0
2017-05-02,200.19,117.0
2017-05-03,117.0,117.0
2017-05-04,76.4,118.0
2017-05-05,76.4,118.0
2017-05-06,76.4,118.0
2017-05-07,76.41,118.0
2017-05-08,76.4,118.0
2017-05-09,76.4,118.0
2017-05-10,118.0,118.0
2017-05-11,118.0,118.0
2017-05-12,76.4,118.0
2017-05-13,76.4,118.0
2017-05-14,76.41,118.0
2017-05-15,118.0,118.0
2017-05-16,201.18,118.0
2017-05-17,201.19,118.0
2017-05-18,118.0,118.0
2017-05-19,118.0,118.0
2017-05-20,75.4,117.0
2017-05-21,117.0,117.0
2017-05-22,118.0,118.0
2017-05-23,118.0,118.0
2017-05-24,118.0,118.0
2017-05-25,76.4,118.0
2017-05-26,118.0,118.0
2017-05-27,82.4,124.0
2017-05-28,76.41,118.0
2017-05-29,75.4,117.0
2017-05-30,76.4,118.0
2017-05-31,76.4,118.0
2017-06-01,76.4,118.0
2017-06-02,34.82,118.0
2017-06-03,82.4,124.0
2017-06-04,75.4,117.0
2017-06-05,33.82,117.0
2017-06-06,75.4,117.0
2017-06-07,33.81,117.0
2017-06-08,75.4,117.0
2017-06-09,33.82,117.0
2017-06-10,81.4,123.0
2017-06-11,34.81,118.0
2017-06-12,76.41,118.0
2017-06-13,34.81,118.0
2017-06-14,76.4,118.0
2017-06-15,29.82,113.0
2017-06-16,76.4,118.0
2017-06-17,34.81,118.0
2017-06-18,76.4,118.0
2017-06-19,34.82,118.0
2017-06-20,34.81,118.0
2017-06-21,76.4,118.0
2017-06-22,34.82,118.0
2017-06-23,34.81,118.0
2017-06-24,83.4,125.0
2017-06-25,34.82,118.0
2017-06-26,35.87,118.0
2017-06-27,77.47,118.0
2017-06-28,36.92,118.0
2017-06-29,36.94,118.0
2017-06-30,77.47,118.0
2017-07-01,36.92,118.0
2017-07-02,36.94,118.0
2017-07-03,78.47,119.0
2017-07-04,37.92,119.0
2017-07-05,36.94,118.0
2017-07-06,77.47,118.0
2017-07-07,36.92,118.0
2017-07-08,36.94,118.0
2017-07-09,36.92,118.0
2017-07-10,77.47,118.0
2017-07-11,36.94,118.0
2017-07-12,36.92,118.0
2017-07-13,36.94,118.0
2017-07-14,36.94,118.0
2017-07-15,77.46,118.0
2017-07-16,36.94,118.0
2017-07-17,37.94,119.0
2017-07-18,37.92,119.0
2017-07-19,37.94,119.0
2017-07-20,77.47,118.0
2017-07-21,36.92,118.0
2017-07-22,36.94,118.0
2017-07-23,36.92,118.0
2017-07-24,36.94,118.0
2017-07-25,78.47,119.0
2017-07-26,42.92,124.0
2017-07-27,36.94,118.0
2017-07-28,36.94,118.0
2017-07-29,36.92,118.0
2017-07-30,77.47,118.0
2017-07-31,36.94,118.0
2017-08-01,36.92,118.0
2017-08-02,78.47,119.0
2017-08-03,36.94,118.0
2017-08-04,36.92,118.0
2017-08-05,77.47,118.0
2017-08-06,36.94,118.0
2017-08-07,36.92,118.0
2017-08-08,77.47,118.0
2017-08-09,37.94,119.0
2017-08-10,36.92,118.0
2017-08-11,37.94,119.0
2017-08-12,36.92,118.0
2017-08-13,37.94,119.0
2017-08-14,37.94,119.0
2017-08-15,37.92,119.0
2017-08-16,37.94,119.0
2017-08-17,37.92,119.0
2017-08-18,37.94,119.0
2017-08-19,37.94,119.0
2017-08-20,37.92,119.0
2017-08-21,35.17,119.0
2017-08-22,32.41,119.0
2017-08-23,75.71,119.0
2017-08-24,33.4,120.0
2017-08-25,33.41,120.0
2017-08-26,32.41,119.0
2017-08-27,32.41,119.0
2017-08-28,33.41,120.0
2017-08-29,33.4,120.0
2017-08-30,33.41,120.0
2017-08-31,33.41,120.0
2017-09-01,33.41,120.0
2017-09-02,33.41,120.0
2017-09-03,28.4,115.0
2017-09-04,33.41,120.0
2017-09-05,36.41,123.0
2017-09-06,25.41,112.0
2017-09-07,33.41,120.0
2017-09-08,28.4,115.0
2017-09-09,32.41,119.0
2017-09-10,32.41,119.0
2017-09-11,39.41,126.0
2017-09-12,36.41,123.0
2017-09-13,33.4,120.0
2017-09-14,33.41,120.0
2017-09-15,33.41,120.0
2017-09-16,33.41,120.0
2017-09-17,37.41,124.0
2017-09-18,36.4,123.0
2017-09-19,41.41,128.0
2017-09-20,42.41,129.0
2017-09-21,42.41,129.0
2017-09-22,43.41,130.0
2017-09-23,35.12,165.0
2017-09-24,55.82,229.0
2017-09-25,62.83,236.0
2017-09-26,84.7,128.0
2017-09-27,84.71,128.0
2017-09-28,84.7,128.0
2017-09-29,42.41,129.0
2017-09-30,41.41,128.0
2017-10-01,41.41,128.0
2017-10-02,41.4,128.0
2017-10-03,42.41,129.0
2017-10-04,41.41,128.0
2017-10-05,42.41,129.0
2017-10-06,37.41,124.0
2017-10-07,42.4,129.0
2017-10-08,42.41,129.0
2017-10-09,43.41,130.0
2017-10-10,50.93,130.0
2017-10-11,50.94,130.0
2017-10-12,11.39,130.0
2017-10-13,50.94,130.0
2017-10-14,11.39,130.0
2017-10-15,50.94,130.0
2017-10-16,50.93,130.0
2017-10-17,50.94,130.0
2017-10-18,50.93,130.0
2017-10-19,50.93,130.0
2017-10-20,50.94,130.0
2017-10-21,50.93,130.0
2017-10-22,11.4,130.0
2017-10-23,50.93,130.0
2017-10-24,12.4,131.0
2017-10-25,51.93,131.0
2017-10-26,51.94,131.0
2017-10-27,51.93,131.0
2017-10-28,51.93,131.0
2017-10-29,91.47,131.0
2017-10-30,91.46,131.0
2017-10-31,91.46,131.0
2017-11-01,91.46,131.0
2017-11-02,91.46,131.0
2017-11-03,51.94,131.0
2017-11-04,51.93,131.0
2017-11-05,51.94,131.0
2017-11-06,91.46,131.0
2017-11-07,131.0,131.0
2017-11-08,131.0,131.0
2017-11-09,131.0,131.0
2017-11-10,169.54,130.0
2017-11-11,169.53,130.0
2017-11-12,168.54,129.0
2017-11-13,129.0,129.0
2017-11-14,90.46,130.0
2017-11-15,50.94,130.0
2017-11-16,50.93,130.0
2017-11-17,54.94,134.0
2017-11-18,131.0,131.0
2017-11-19,210.06,131.0
2017-11-20,249.61,131.0
2017-11-21,210.06,131.0
2017-11-22,131.0,131.0
2017-11-23,91.46,131.0
2017-11-24,96.47,136.0
2017-11-25,112.46,152.0
2017-11-26,125.93,205.0
2017-11-27,128.94,208.0
2017-11-28,169.53,130.0
2017-11-29,170.54,131.0
2017-11-30,249.61,131.0
2017-12-01,684.48,131.0
2017-12-02,1157.91,130.0
2017-12-03,447.27,131.0
2017-12-04,248.6,130.0
2017-12-05,169.54,130.0
2017-12-06,169.54,130.0
2017-12-07,130.0,130.0
2017-12-08,171.3,128.0
2017-12-09,238.87,109.0
2017-12-10,388.77,129.0
2017-12-11,908.29,129.0
2017-12-12,388.76,129.0
2017-12-13,257.88,128.0
2017-12-14,184.3,141.0
2017-12-15,378.47,162.0
2017-12-16,662.23,186.0
2017-12-17,336.88,207.0
2017-12-18,223.0,223.0
2017-12-19,148.41,235.0
2017-12-20,121.12,251.0
2017-12-21,292.0,292.0
2017-12-22,251.71,295.0
2017-12-23,182.12,312.0
2017-12-24,138.82,312.0
2017-12-25,182.13,312.0
2017-12-26,129.82,303.0
2017-12-27,116.83,290.0
2017-12-28,187.41,274.0
2017-12-29,122.82,296.0
2017-12-30,79.53,296.0
2017-12-31,79.53,296.0
2018-01-01,80.53,297.0
2018-01-02,167.12,297.0
2018-01-03,210.41,297.0
2018-01-04,149.12,279.0
2018-01-05,105.83,279.0
2018-01-06,112.86,271.0
2018-01-07,183.93,263.0
2018-01-08,259.0,259.0
2018-01-09,481.21,244.0
2018-01-10,408.17,235.0
2018-01-11,347.88,218.0
2018-01-12,188.0,188.0
2018-01-13,170.0,170.0
2018-01-14,149.71,193.0
2018-01-15,149.7,193.0
2018-01-16,200.0,200.0
2018-01-17,200.0,200.0
2018-01-18,157.7,201.0
2018-01-19,114.41,201.0
2018-01-20,114.41,201.0
2018-01-21,82.4,201.0
2018-01-22,82.39,201.0
2018-01-23,82.4,201.0
2018-01-24,82.39,201.0
2018-01-25,183.0,183.0
2018-01-26,183.0,183.0
2018-01-27,301.61,183.0
2018-01-28,538.81,183.0
2018-01-29,486.06,183.0
2018-01-30,442.77,183.0
2018-01-31,701.53,182.0
2018-02-01,571.64,182.0
2018-02-02,398.47,182.0
2018-02-03,441.77,182.0
2018-02-04,917.0,181.0
2018-02-05,917.0,181.0
2018-02-06,742.82,180.0
2018-02-07,471.77,212.0
2018-02-08,379.12,252.0
2018-02-09,275.0,275.0
2018-02-10,347.53,307.0
2018-02-11,515.67,313.0
2018-02-12,496.14,334.0
2018-02-13,348.0,348.0
2018-02-14,319.47,360.0
2018-02-15,319.47,360.0
2018-02-16,277.92,359.0
2018-02-17,236.4,358.0
2018-02-18,236.39,358.0
2018-02-19,358.0,358.0
2018-02-20,723.81,359.0
2018-02-21,522.14,360.0
2018-02-22,440.06,359.0
2018-02-23,358.0,358.0
2018-02-24,479.61,358.0
2018-02-25,520.14,358.0
2018-02-26,479.6,358.0
2018-02-27,358.0,358.0
2018-02-28,236.4,358.0
2018-03-01,236.39,358.0
2018-03-02,156.33,359.0
2018-03-03,156.33,359.0
2018-03-04,115.79,359.0
2018-03-05,154.56,360.0
2018-03-06,140.53,357.0
2018-03-07,168.83,342.0
2018-03-08,169.83,343.0
2018-03-09,213.12,343.0
2018-03-10,222.41,309.0
2018-03-11,248.7,292.0
2018-03-12,287.0,287.0
2018-03-13,390.88,261.0
2018-03-14,385.88,256.0
2018-03-15,225.0,225.0
2018-03-16,198.0,198.0
2018-03-17,197.0,197.0
2018-03-18,197.0,197.0
2018-03-19,197.0,197.0
2018-03-20,197.0,197.0
2018-03-21,326.87,197.0
2018-03-22,197.0,197.0
2018-03-23,197.0,197.0
2018-03-24,197.0,197.0
2018-03-25,325.88,196.0
2018-03-26,988.23,196.0
2018-03-27,682.42,196.0
2018-03-28,317.6,196.0
2018-03-29,277.08,196.0
2018-03-30,235.53,195.0
2018-03-31,316.6,195.0
2018-04-01,439.22,196.0
2018-04-02,354.13,192.0
2018-04-03,269.08,188.0
2018-04-04,235.53,195.0
2018-04-05,277.06,196.0
2018-04-06,276.08,195.0
2018-04-07,276.06,195.0
2018-04-08,235.53,195.0
2018-04-09,235.54,195.0
2018-04-10,235.53,195.0
2018-04-11,195.0,195.0
2018-04-12,195.0,195.0
2018-04-13,195.0,195.0
2018-04-14,195.0,195.0
2018-04-15,178.79,195.0
2018-04-16,195.0,195.0
2018-04-17,178.79,195.0
2018-04-18,184.43,152.0
2018-04-19,176.32,152.0
2018-04-20,175.75,119.0
2018-04-21,159.53,119.0
2018-04-22,159.54,119.0
2018-04-23,135.21,119.0
2018-04-24,127.11,119.0
2018-04-25,128.0,128.0
2018-04-26,125.11,117.0
2018-04-27,124.11,116.0
2018-04-28,120.32,96.0
2018-04-29,121.43,89.0
2018-04-30,113.79,130.0
2018-05-01,117.0,117.0
2018-05-02,105.68,130.0
2018-05-03,102.79,119.0
2018-05-04,78.47,119.0
2018-05-05,78.46,119.0
2018-05-06,116.47,157.0
2018-05-07,76.47,117.0
2018-05-08,77.47,118.0
2018-05-09,78.47,119.0
2018-05-10,83.46,124.0
2018-05-11,76.47,117.0
2018-05-12,76.47,117.0
2018-05-13,76.47,117.0
2018-05-14,76.47,117.0
2018-05-15,76.46,117.0
2018-05-16,76.47,117.0
2018-05-17,85.47,126.0
2018-05-18,76.47,117.0
2018-05-19,117.0,117.0
2018-05-20,117.0,117.0
2018-05-21,117.0,117.0
2018-05-22,76.47,117.0
2018-05-23,35.92,117.0
2018-05-24,76.47,117.0
2018-05-25,76.47,117.0
2018-05-26,76.47,117.0
2018-05-27,75.46,116.0
2018-05-28,35.94,117.0
2018-05-29,76.47,117.0
2018-05-30,76.47,117.0
2018-05-31,68.35,117.0
2018-06-01,68.36,117.0
2018-06-02,68.36,117.0
2018-06-03,68.36,117.0
2018-06-04,68.35,117.0
2018-06-05,61.25,118.0
2018-06-06,61.25,118.0
2018-06-07,61.25,118.0
2018-06-08,59.14,124.0
2018-06-09,55.15,120.0
2018-06-10,62.25,119.0
2018-06-11,62.24,119.0
2018-06-12,54.15,119.0
2018-06-13,55.15,120.0
2018-06-14,62.25,119.0
2018-06-15,54.15,119.0
2018-06-16,54.15,119.0
2018-06-17,62.25,119.0
2018-06-18,53.03,126.0
2018-06-19,62.25,119.0
2018-06-20,54.15,119.0
2018-06-21,55.14,120.0
2018-06-22,51.38,126.0
2018-06-23,57.39,118.0
2018-06-24,56.39,117.0
2018-06-25,48.73,118.0
2018-06-26,49.73,119.0
2018-06-27,49.73,119.0
2018-06-28,49.73,119.0
2018-06-29,47.07,125.0
2018-06-30,49.73,119.0
2018-07-01,49.73,119.0
2018-07-02,50.73,120.0
2018-07-03,50.73,120.0
2018-07-04,49.73,119.0
2018-07-05,50.72,120.0
2018-07-06,41.07,119.0
2018-07-07,50.73,120.0
2018-07-08,50.72,120.0
2018-07-09,49.73,119.0
2018-07-10,42.07,120.0
2018-07-11,50.72,120.0
2018-07-12,50.73,120.0
2018-07-13,50.07,128.0
2018-07-14,48.72,118.0
2018-07-15,48.73,118.0
2018-07-16,48.73,118.0
2018-07-17,49.72,119.0
2018-07-18,49.73,119.0
2018-07-19,48.73,118.0
2018-07-20,48.72,118.0
2018-07-21,40.07,118.0
2018-07-22,48.73,118.0
2018-07-23,48.72,118.0
2018-07-24,40.07,118.0
2018-07-25,40.07,118.0
2018-07-26,48.72,118.0
2018-07-27,40.07,118.0
2018-07-28,40.07,118.0
2018-07-29,40.07,118.0
2018-07-30,40.07,118.0
2018-07-31,40.07,118.0
2018-08-01,40.07,118.0
2018-08-02,31.41,118.0
2018-08-03,40.06,118.0
2018-08-04,31.41,118.0
2018-08-05,40.07,118.0
2018-08-06,41.06,119.0
2018-08-07,32.41,119.0
2018-08-08,41.07,119.0
2018-08-09,41.07,119.0
2018-08-10,32.41,119.0
2018-08-11,32.41,119.0
2018-08-12,32.41,119.0
2018-08-13,39.41,126.0
2018-08-14,32.41,119.0
2018-08-15,32.41,119.0
2018-08-16,32.41,119.0
2018-08-17,41.07,119.0
2018-08-18,32.41,119.0
2018-08-19,30.51,119.0
2018-08-20,32.03,119.0
2018-08-21,32.02,119.0
2018-08-22,33.03,120.0
2018-08-23,32.02,119.0
2018-08-24,39.93,119.0
2018-08-25,47.84,119.0
2018-08-26,55.74,119.0
2018-08-27,55.75,119.0
2018-08-28,56.75,120.0
2018-08-29,56.74,120.0
2018-08-30,55.75,119.0
2018-08-31,48.93,128.0
2018-09-01,49.83,121.0
2018-09-02,41.94,121.0
2018-09-03,49.83,121.0
2018-09-04,41.93,121.0
2018-09-05,49.84,121.0
2018-09-06,41.93,121.0
2018-09-07,41.94,121.0
2018-09-08,41.93,121.0
2018-09-09,41.93,121.0
2018-09-10,46.94,126.0
2018-09-11,41.02,128.0
2018-09-12,42.94,122.0
2018-09-13,42.93,122.0
2018-09-14,42.93,122.0
2018-09-15,42.94,122.0
2018-09-16,52.56,100.0
2018-09-17,50.83,122.0
2018-09-18,58.75,122.0
2018-09-19,66.65,122.0
2018-09-20,66.65,122.0
2018-09-21,66.66,122.0
2018-09-22,59.47,99.0
2018-09-23,53.65,109.0
2018-09-24,50.02,137.0
2018-09-25,48.93,128.0
2018-09-26,43.93,123.0
2018-09-27,42.94,122.0
2018-09-28,50.83,122.0
2018-09-29,58.74,122.0
2018-09-30,74.57,122.0
2018-10-01,82.46,122.0
2018-10-02,82.56,130.0
2018-10-03,81.46,121.0
2018-10-04,81.47,121.0
2018-10-05,73.56,121.0
2018-10-06,65.65,121.0
2018-10-07,65.65,121.0
2018-10-08,57.75,121.0
2018-10-09,57.74,121.0
2018-10-10,57.74,121.0
2018-10-11,65.65,121.0
2018-10-12,73.56,121.0
2018-10-13,81.46,121.0
2018-10-14,89.37,121.0
2018-10-15,89.37,121.0
2018-10-16,89.37,121.0
2018-10-17,89.38,121.0
2018-10-18,90.37,122.0
2018-10-19,89.37,121.0
2018-10-20,89.68,121.0
2018-10-21,84.4,130.0
2018-10-22,90.6,121.0
2018-10-23,90.61,121.0
2018-10-24,90.6,121.0
2018-10-25,98.2,121.0
2018-10-26,98.2,121.0
2018-10-27,83.0,121.0
2018-10-28,83.0,121.0
2018-10-29,83.01,121.0
2018-10-30,83.0,121.0
2018-10-31,90.6,121.0
2018-11-01,98.2,121.0
2018-11-02,105.8,121.0
2018-11-03,113.4,121.0
2018-11-04,113.4,121.0
2018-11-05,121.0,121.0
2018-11-06,7.01,121.0
2018-11-07,121.0,121.0
2018-11-08,121.0,121.0
2018-11-09,121.0,121.0
2018-11-10,53.02,129.0
2018-11-11,83.0,121.0
2018-11-12,46.0,122.0
2018-11-13,83.01,121.0
2018-11-14,121.0,121.0
2018-11-15,121.0,121.0
2018-11-16,158.99,121.0
2018-11-17,121.0,121.0
2018-11-18,121.0,121.0
2018-11-19,121.0,121.0
2018-11-20,83.01,121.0
2018-11-21,122.0,122.0
2018-11-22,121.0,121.0
2018-11-23,158.99,121.0
2018-11-24,197.0,121.0
2018-11-25,424.96,121.0
2018-11-26,272.99,121.0
2018-11-27,159.99,122.0
2018-11-28,161.0,123.0
2018-11-29,161.0,123.0
2018-11-30,446.27,130.0
2018-12-01,398.75,122.0
2018-12-02,359.21,122.0
2018-12-03,280.14,122.0
2018-12-04,239.6,121.0
2018-12-05,199.07,120.0
2018-12-06,161.54,122.0
2018-12-07,166.54,127.0
2018-12-08,161.53,122.0
2018-12-09,122.0,122.0
2018-12-10,122.0,122.0
2018-12-11,122.0,122.0
2018-12-12,106.19,122.0
2018-12-13,114.09,122.0
2018-12-14,109.19,125.0
2018-12-15,98.28,122.0
2018-12-16,66.65,122.0
2018-12-17,82.46,122.0
2018-12-18,82.46,122.0
2018-12-19,82.47,122.0
2018-12-20,82.46,122.0
2018-12-21,82.46,122.0
2018-12-22,82.46,122.0
2018-12-23,82.46,122.0
2018-12-24,82.47,122.0
2018-12-25,82.46,122.0
2018-12-26,122.0,122.0
2018-12-27,240.6,122.0
2018-12-28,240.6,122.0
2018-12-29,240.61,122.0
2018-12-30,240.6,122.0
2018-12-31,280.14,122.0
2019-01-01,280.15,122.0
2019-01-02,319.67,122.0
2019-01-03,279.14,121.0
2019-01-04,279.14,121.0
2019-01-05,279.14,121.0
2019-01-06,239.61,121.0
